word,log_cnt
barreras,3.133858
barriga,3.481872
barril,3.533009
barrilete,2.10721
barrio,4.219506
barrios,3.331427
barro,3.643156
barrotes,3.058426
barullo,2.686636
base,4.583369
bases,3.601082
básica,3.29292
básico,3.539076
básicos,3.164947
basílica,2.235528
basta,4.945705
bastante,5.026541
bastardo,4.300204
basto,2.418301
bastón,3.585686
basura,4.634941
basural,2.469822
basurero,3.505828
bata,3.607133
batalla,4.469557
batallas,3.578525
batata,2.357935
bate,3.60206
batería,3.878981
baterías,3.463146
batido,3.307282
batidor,2.068186
batidora,2.506505
batir,3.031812
batman,3.832892
batuta,2.539076
baúl,3.584331
bautismo,2.922725
bazuca,2.544068
beatles,3.266702
bebe,4.410339
bebé,4.91845
beber,4.562507
bebés,4.017367
bebida,4.16471
bebidas,3.820004
beca,3.672929
beige,2.836957
béisbol,3.913231
bélico,2.260071
bella,4.371714
bellas,3.600864
belleza,4.362426
bello,3.918816
bellos,3.189209
bellota,2.434569
bemol,2.744293
bendecido,3.148294
bendecir,2.836957
bendición,3.822952
beneficio,3.785045
beneficios,3.788239
beneficioso,2.767898
benéfico,2.702431
beneplácito,1.869232
beodo,1.633468
berenjena,2.578639
berrinche,2.463893
besar,3.849174
beso,4.428264
besos,3.753506
bestia,4.169616
bestial,2.745855
biblia,4.008345
bibliografía,1.80618
biblioteca,4.077876
bichito,2.403121
bicho,3.648555
bichos,3.603794
bici,3.51746
bicicleta,3.935154
bicicletas,3.09899
bien,6.356248
bienes,3.81298
bienestar,3.590953
bienvenida,4.403738
bienvenido,4.532602
bife,2.612784
bigote,3.683677
bigotes,3.024486
bikini,3.183839
billar,3.516668
billete,3.913019
billetera,3.658107
billetes,3.934145
binario,2.580925
bingo,3.737908
binoculares,2.870989
bio,2.324282
biodegradable,2.037426
biografía,3.073352
biología,3.338058
biológico,3.31534
bipolar,2.664642
birra,2.330414
bis,2.704151
bisonte,2.503791
bisturí,3.092721
bizarro,2.752048
bizcocho,3.067443
bizcochos,2.998259
bizcochuelo,1.414973
blanca,4.451188
blancanieves,2.860338
blancas,3.752509
blanco,4.73428
blancos,4.211361
blancura,2.212188
blanda,3.008174
blando,3.418135
blanqueo,2.262451
blasfemia,3.052309
blog,3.199206
bloque,3.575072
bloqueado,3.479863
bloquear,3.310693
bloqueo,3.597146
bloques,3.226084
blues,3.424392
blusa,3.423082
boa,2.960946
boba,3.217484
bobo,3.622214
boca,4.796429
bocado,3.315551
boceto,2.730782
bocha,1.748188
bochinche,1.342423
bochorno,2.502427
bocina,3.20412
bocón,2.83123
boda,4.621384
bodega,3.628082
bodrio,2.012837
bofetada,3.299725
bohemio,2.459392
boicotear,2.264818
boina,2.718502
bol,2.89487
bola,4.181644
bolas,4.045792
boleta,2.63749
boletín,3.267406
boleto,3.79393
boletos,3.770042
boliche,2.894316
bolígrafo,3.409087
bolita,2.61066
bolivia,3.053463
bollo,3.05423
bolsa,4.484442
bolsas,3.870345
bolsillo,4.17641
bolso,4.121264
bolsos,3.1329
boluda,1.90309
boludo,3.027757
bomba,4.512604
bombacha,2.440909
bombas,4.120475
bombero,3.376029
bomberos,3.781899
bombilla,3.008174
bombita,1.90309
bombo,2.594393
bombón,3.252125
bonanza,2.41162
bondad,3.744528
bondadoso,2.988559
boniato,1.924279
bonita,4.590574
bonito,4.730354
bonitos,3.749582
bono,3.300161
boom,3.435048
bordado,2.737987
bordar,2.285557
borde,3.944236
bordes,3.046885
bordo,4.297038
bordó,1.80618
borges,2.262451
borracha,3.752048
borrachera,3.069298
borracho,4.352086
borrachos,3.635685
borrador,3.111263
borrar,3.615108
borrego,2.243038
borroso,3.060698
bosque,4.42643
bosquejo,2.677607
bosques,3.674218
bosta,2.515874
bostezar,2.139879
bostezo,2.383815
bota,3.491362
botánica,2.571709
botar,2.882525
botas,4.041235
bote,4.292588
botella,4.339551
botellas,3.76552
botija,0.60206
botín,3.502564
botines,2.568202
botón,4.023294
botones,3.731024
bovino,2.0
box,2.969416
boxeador,3.454235
boxeo,3.576226
brasa,2.630428
brasas,2.623249
brasil,3.645815
brava,2.711807
bravo,4.215135
bravura,2.428135
brazalete,3.407901
brazo,4.492327
brazos,4.412914
brecha,3.385964
breve,3.919653
brilla,3.673666
brillante,4.417721
brillantes,3.76455
brillantina,2.440909
brillar,3.34772
brillo,3.639188
brillos,1.959041
brilloso,2.068186
brincar,2.570543
brinda,2.96426
brindar,3.369772
brindis,3.826981
brío,2.544068
brisa,3.522183
británico,3.773933
brocha,2.565848
broche,3.196453
brócoli,2.733197
broma,4.618958
bromas,3.888123
bromear,3.31534
bronca,3.062958
bronce,3.246252
bronceado,3.26529
brote,3.111599
bruja,4.15235
brujas,3.764998
brujería,3.287354
brujo,3.242541
brújula,3.40654
bruma,2.745855
brumoso,1.913814
brusco,3.078457
bruta,2.933993
brutal,3.58625
brutalidad,3.126456
bruto,3.608633
brutos,2.845718
buceador,2.245513
buceo,3.128076
bucle,2.62941
buda,3.527114
budín,2.959041
budismo,2.628389
buen,5.399374
buena,5.420344
buenas,5.255212
buenísimo,3.402089
bueno,5.965938
buenos,5.127451
buey,3.257198
búfalo,3.313867
bufanda,3.292699
bufete,3.232234
búho,3.130977
buitre,3.022841
buitres,3.214579
bulbo,2.120574
bulimia,2.382017
bullicio,2.371068
bulto,3.144885
bungalow,2.630428
buque,3.384533
burbuja,3.353339
burbujas,3.459845
burdo,2.4843
burgués,2.864511
burguesía,2.768638
burla,3.414472
burocracia,2.981366
burra,2.539076
burro,3.769525
bus,3.602386
busca,4.624457
buscado,3.940915
buscador,3.472756
buscar,4.837386
busco,4.259259
búsqueda,4.231113
busto,2.973128
butaca,2.621176
buzo,2.996949
buzón,3.500648
cabal,2.424882
cábala,2.152288
cabalgar,3.279211
caballería,3.602711
caballero,4.446149
caballeros,4.804719
caballerosidad,2.625312
caballo,4.616003
caballos,4.371234
cabaña,3.895533
cabecilla,2.670246
cabellera,2.972666
cabello,4.347623
cabellos,3.305351
cabeza,5.248753
cabezas,4.082785
cabezón,2.860937
cabina,3.929521
cabizbajo,2.017033
cable,4.068409
cables,3.703893
cabo,4.369364
cabra,3.779957
cabrito,2.380211
cabrón,4.407731
caca,3.631849
cacería,3.61066
cacerola,2.665581
cachalote,2.0
cachete,2.212188
cachetes,2.365488
cacho,2.547775
cachorro,3.511616
cachorros,3.282622
cacique,2.31597
cactus,3.053463
cada,5.353622
cadáver,4.215056
cadena,4.190612
cadenas,3.710117
cadera,3.43409
cadete,3.172019
caducidad,2.346353
caduco,1.90309
cae,4.252173
caer,4.389166
caerse,3.539452
café,4.85773
cafetera,3.101747
cagada,3.261263
cagar,3.595937
cagón,2.717671
caída,3.948315
caídas,2.905796
caído,4.180069
caja,4.692591
cajas,4.062469
cajero,3.424065
cajón,3.740757
cajones,3.141136
cal,3.735599
cala,2.727541
calabaza,3.402605
calabozo,3.502837
calamar,2.995196
calambre,2.910091
calavera,3.214314
calcetín,3.026125
calcio,2.978637
calco,1.875061
calculador,2.378398
calculadora,2.857935
calcular,3.225826
cálculo,3.330617
cálculos,3.551694
caldera,3.175802
caldo,3.119915
calefacción,3.387923
calefactor,1.982271
calendario,3.534026
calentador,2.962843
calentamiento,3.373096
calentar,3.333246
calentito,2.761928
calentón,2.190332
calentura,2.238046
calesita,1.892095
calibrador,1.724276
cálida,3.307282
calidad,3.958898
calidez,2.854306
cálido,3.442009
caliente,4.547122
calientes,3.782902
calificación,2.928908
calificaciones,3.244772
calificado,3.140508
calificar,2.732394
calificativo,1.732394
caligrafía,2.959041
callado,3.815179
callar,3.684217
calle,4.877504
callejera,3.045323
callejero,3.225568
callejón,3.871981
calles,4.319398
calma,4.575938
calmado,3.536053
calmante,2.950365
calmar,3.364176
calmarse,3.429914
calmo,2.955688
calor,4.469969
calorías,3.100715
calumnia,2.770852
caluroso,3.172311
calvicie,2.528917
calvo,3.502017
calza,2.636488
calzado,3.021189
calzas,2.5302
calzón,2.658011
cama,4.915088
camaleón,2.82866
cámara,4.639785
camarada,4.012078
camaradas,3.713659
camaradería,2.69897
cámaras,4.156731
camarero,3.842172
camarón,2.963788
camas,3.650308
cambia,4.30914
cambiado,4.553361
cambiante,2.703291
cambiar,4.76723
cambiarse,3.483302
cambiemos,3.228144
cambio,4.848879
cambios,4.09258
camello,3.487138
camila,2.746634
camilla,3.527888
camina,3.996468
caminando,4.181558
caminante,2.805501
caminar,4.383205
caminata,3.400883
camino,5.176323
caminos,3.896195
camión,4.428135
camiones,3.80767
camioneta,4.212401
camisa,4.257823
camiseta,3.825036
camisón,3.142389
campamento,4.232945
campana,3.743745
campaña,4.125253
campeón,4.187718
campeonato,3.730621
campeones,3.403807
campera,2.49276
campesino,3.440752
campestre,2.78746
camping,2.906335
campo,4.763188
campos,4.022964
can,4.02592
cana,2.771587
canal,4.17117
canales,3.563125
canalla,3.676328
canapé,2.307496
canario,3.046105
canas,2.823474
canasta,3.394627
canasto,2.385606
cancelación,2.766413
cancelar,3.686458
cáncer,4.219977
cancha,3.397766
canchero,1.176091
canciller,3.65925
canción,4.607283
canciones,4.119882
candado,3.13226
candente,2.757396
candidato,3.765594
candidatos,3.4524
canelones,2.120574
cangrejo,3.419956
canguro,3.252125
canguros,2.49276
canica,2.541579
canilla,2.363612
canino,2.781755
canoa,3.049993
canon,2.378398
cansa,3.177536
cansada,4.255031
cansado,4.432071
cansador,2.324282
cansancio,3.179552
cansar,2.593286
cansarse,2.691081
cansino,1.69897
canta,4.017534
cantante,3.878349
cantantes,3.168497
cantar,4.341949
cántaro,2.220108
cante,3.379668
cantidad,4.268789
cantidades,3.445449
canto,3.807535
cantor,2.80618
caña,3.382917
cañería,2.869818
caño,2.975891
cañón,3.911424
caños,2.545307
caos,3.940467
caótica,2.469822
caótico,2.719331
capa,3.879153
capaces,3.955255
capacidad,3.998259
capacidades,3.056142
capacitación,2.515874
capacitado,2.952308
capacitar,1.477121
caparazón,3.002598
capas,3.375846
capataz,3.243038
capaz,4.564477
caperucita,2.644439
capilla,3.520615
capital,3.919235
capitalismo,3.104828
capitalista,3.024075
capitán,5.070256
capítulo,3.850217
capo,2.902547
capote,2.681241
capricho,3.237041
caprichos,2.979548
caprichoso,2.673942
capricornio,2.910091
cápsula,3.486855
captar,3.16938
captura,3.525045
capturar,3.578295
capucha,3.190892
capullo,3.783975
caqui,2.399674
car,3.117934
cara,5.096169
caracol,3.004751
caracoles,3.200577
carácter,3.932829
caracteres,2.766413
característica,3.029789
características,3.317854
característico,2.521138
caradura,2.577492
carajo,4.872028
caramba,4.011486
caramelo,3.570543
caramelos,3.604334
caras,4.090082
caravana,3.603686
caravanas,2.870404
carbohidratos,2.85248
carbón,3.690107
carbono,3.425045
carcajada,2.361728
cárcel,4.630916
cardenal,3.579326
cardíaco,3.588608
cardinal,2.383815
carece,3.150756
carecer,2.245513
carencia,2.605305
carencias,2.149219
carente,2.561101
careta,2.243038
caretas,1.690196
carga,4.366722
cargada,3.585799
cargado,3.722222
cargador,3.27485
cargar,3.899875
cargas,3.515609
cargo,4.559954
cargos,4.133603
caribe,3.247482
caricatura,2.828015
caricaturas,2.752816
caricia,2.699838
caricias,2.890421
caridad,3.881727
caries,2.683047
cariño,5.212885
cariños,2.740363
cariñosa,3.136086
cariñoso,3.293363
cariñosos,2.61595
carisma,2.855519
carismático,2.571709
caritativo,2.574031
carlos,4.009026
carnada,3.395152
carnal,3.065206
carnaval,3.373831
carne,4.600265
carnero,3.022428
carnes,2.986772
carnet,3.26998
carnicería,3.278982
carnicero,3.689398
carnívoro,2.528917
caro,4.043873
caros,3.41514
carozo,1.447158
carpa,3.339849
carpas,2.640481
carpeta,3.204663
carpetas,2.650308
carpintería,2.694605
carpintero,3.319314
carrasco,2.017033
carrera,4.639158
carreras,3.962227
carreta,3.334454
carretera,4.262759
carreteras,3.484869
carretilla,2.92993
carril,3.170555
carrito,3.255031
carro,4.236839
carroña,2.706718
carroñero,2.045323
carros,3.512951
carroza,3.229682
carruaje,3.516932
carta,4.704082
cartas,4.514043
cartel,3.790496
carteles,3.420945
cartera,3.98583
carteras,2.898725
cartero,3.445293
cartón,3.232234
cartuchera,2.09691
cartulina,2.033424
casa,5.79528
casaca,2.426511
casada,4.179896
casado,4.432793
casados,4.072764
casamiento,3.464788
casar,4.127882
casarse,4.505801
casas,4.359418
cascabel,3.078457
cascada,3.179839
cáscara,3.064458
casco,3.931254
cascos,3.255514
casera,3.388989
casero,3.421604
casi,5.177187
casilla,3.025715
casino,3.864511
casita,3.388456
caso,5.174028
casona,2.152288
casos,4.267078
caspa,2.532754
cassette,2.580925
casta,3.033021
castaño,3.260787
castellano,2.690196
castidad,2.963316
castigar,3.360593
castigo,4.081167
castillo,4.229349
castillos,2.969882
casto,2.227887
castor,3.262688
castro,3.302331
casual,3.267172
casualidad,4.079073
catalogar,2.378398
catapulta,2.571709
catar,1.924279
catarata,2.469822
cataratas,3.254548
catarro,2.769377
catarsis,2.403121
catástrofe,3.369216
cátedra,2.52763
catedral,3.337858
categoría,3.59251
católica,3.474799
catolicismo,2.621176
católico,3.419129
católicos,3.241546
catorce,3.519566
catre,2.882525
cauce,2.453318
caucho,2.777427
caudal,2.30103
caudaloso,1.322219
caudillo,2.451786
causa,4.563612
causalidad,2.450249
causar,3.884682
causas,3.50515
cautela,2.925312
cauteloso,2.861534
cautiverio,2.906335
cautivo,2.788168
cauto,2.477121
cavar,3.552425
caverna,2.996512
cavernícola,2.78746
cavidad,2.996949
cayendo,3.841672
cayó,4.406165
caza,4.090893
cazador,3.816639
cazar,3.902329
cazo,2.843855
cazuela,2.587711
cebada,2.717671
cebo,3.363988
cebolla,3.421439
cebra,2.97359
ceca,1.919078
ceder,3.350054
cédula,2.451786
ceguera,3.040998
ceja,2.909556
cejas,3.354301
celda,4.116674
celebración,3.642465
celebrar,4.011105
célebre,3.074816
celebridad,3.261501
celeridad,1.995635
celeste,3.277151
celestial,3.415808
celibato,2.748188
celo,3.09237
celos,3.788027
celosa,3.766338
celoso,3.964872
celsius,2.296665
célula,3.447003
celular,4.166696
celulares,3.466719
células,3.795045
cementerio,3.937066
cemento,3.446537
cena,4.69245
cenar,4.576215
cenicero,3.121888
cenicienta,3.318272
ceniza,3.062582
cenizas,3.81783
censo,2.780317
censura,3.07225
censurar,2.290035
centena,1.875061
centenario,2.515874
centeno,2.827369
centímetro,3.231979
centímetros,3.634175
centrado,2.928908
central,4.335237
centrar,2.450249
centro,4.682452
ceño,2.906335
cepa,2.901458
cepillo,3.590396
cera,3.453471
cerámica,2.999565
cerca,5.084598
cercado,2.591065
cercana,3.663795
cercanía,2.574031
cercano,3.95708
cercanos,3.469822
cercar,2.232996
cerco,2.808211
cerda,3.083503
cerdas,2.20412
cerdo,4.352568
cerdos,3.928396
cereal,3.283527
cereales,3.35141
cerebral,3.92557
cerebro,4.61743
ceremonia,3.982407
cereza,3.285332
cero,4.177883
cerrada,4.17843
cerrado,4.287981
cerrados,3.696444
cerradura,3.629512
cerrajero,3.017451
cerrar,4.313424
cerro,2.883661
cerrojo,3.154424
cerros,2.146128
certero,2.501059
certeza,3.766338
certezas,2.173186
certificado,3.640084
certificar,2.227887
cerveza,4.559296
cesar,3.5302
césped,3.635685
cesta,3.349472
cesto,3.028164
chacra,1.838849
chal,2.898176
chaleco,3.621488
chamán,2.770852
champagne,3.539202
champiñón,2.158362
chance,3.798443
chances,3.033826
chancha,1.230449
chancho,2.230449
chancleta,1.20412
chanta,1.462398
chantaje,3.475671
chantas,0.30103
chapa,2.95376
chaqueta,4.160018
charco,3.227372
charla,4.07085
charlar,3.603144
charlas,3.295347
charlatán,3.19201
chasco,2.230449
chasquido,2.677607
chat,2.92993
chata,2.495544
chatarra,3.518119
chato,2.632457
chavo,2.334454
che,3.610447
chef,3.755875
cheque,4.180126
chequear,3.126781
chic,2.90309
chica,5.257578
chicas,4.939694
chichón,2.675778
chicle,3.565966
chico,5.189212
chicos,5.184839
chiflado,3.641573
chiflar,1.230449
chile,3.406029
chillido,2.399674
chimenea,3.674861
chimpancé,3.003029
china,4.293495
chino,4.103085
chinos,3.853272
chip,3.714078
chips,3.138934
chiquero,2.62941
chiquilín,1.755875
chiquita,3.214314
chiquito,3.204663
chiquitos,2.437751
chisme,3.114611
chismes,3.341632
chismosa,2.725095
chismoso,2.432969
chispa,3.453471
chispas,3.209247
chiste,4.061716
chistes,3.707485
chistoso,3.653888
chita,2.681241
chivo,3.223755
chocar,3.276462
choclo,2.217484
chocolate,4.228734
chocolates,3.263162
chofer,3.757775
choque,3.699664
chorizo,2.732394
chorizos,2.238046
chorrear,1.740363
chorro,2.959041
chorros,2.750508
chota,1.869232
choto,1.763428
choza,3.255996
chueco,2.068186
chupar,3.370143
chupete,2.350248
chupetín,2.117271
churrasco,1.944483
chusma,3.075912
chusmas,1.431364
cicatrices,3.549984
cicatriz,3.683317
ciclismo,2.344392
ciclista,2.584331
ciclo,3.550473
ciclomotor,2.146128
ciclón,2.663701
ciclos,2.978181
ciego,4.171785
cielo,4.866287
cielos,4.550216
ciempiés,2.418301
cien,4.297147
ciencia,4.23689
ciencias,3.672652
científico,3.994977
científicos,3.95376
ciento,4.061151
cierra,4.485991
cierre,4.017033
cierto,5.302725
ciervo,3.379668
cifra,3.401917
cifras,3.529174
cigarrillo,4.095623
cigarrillos,4.020817
cigarro,3.682145
cigarros,3.474071
cilindro,2.947434
cima,3.920906
cimiento,2.193125
cimientos,3.245266
cincel,2.513218
cinco,5.076316
cincuenta,3.930796
cine,4.450895
cínico,3.192289
cinismo,2.775974
cinta,4.330617
cintas,3.797752
cinto,2.764923
cintura,3.452247
cinturón,3.984077
circo,3.956313
circuito,3.61637
circulación,3.340841
circular,3.287354
círculo,3.97511
círculos,3.556182
circundar,1.322219
circunferencia,2.385606
circunstancia,3.294025
circunstancias,4.071108
ciruela,2.784617
cirugía,4.163906
cirujano,3.809088
cisma,1.732394
cisne,3.307282
cita,4.709592
citar,3.043755
citas,3.92257
cítrico,1.944483
ciudad,5.150176
ciudadanía,2.872739
ciudadano,3.85132
ciudadanos,3.986727
ciudades,3.951192
civil,4.039057
civiles,3.966986
civilización,3.76671
clan,3.699578
clandestino,2.943495
clara,4.101266
claras,3.532882
claridad,3.595937
clarinete,2.818226
claro,5.524456
claros,3.41514
clase,5.053125
clases,4.328135
clásica,3.455758
clásico,3.771734
clasificación,2.964731
clasificar,2.694605
clasista,1.863323
claudicar,1.681241
claustro,2.170262
claustrofobia,2.753583
clausura,2.444045
clavar,3.04883
clave,4.173041
clavícula,2.887054
clavo,3.479575
clavos,3.346549
clemente,2.870989
clero,2.860338
click,2.910091
cliente,4.479158
clientes,4.378888
clima,3.946894
clínica,3.995942
clítoris,2.883661
cloaca,3.104487
clon,3.193681
clonación,2.608526
cloro,2.887617
clorofila,2.235528
cloruro,2.562293
clóset,2.980003
club,4.598331
coacción,2.68842
coartar,1.255273
cobarde,4.207823
cobardía,3.09237
cobertor,2.269513
cobertura,3.63799
cobija,2.79796
cobijar,1.380211
cobijo,2.683047
cobra,3.628797
cobrar,3.752356
cobre,3.477844
cobro,3.322219
coca,3.819412
cocaína,3.816573
cocción,2.120574
coche,5.00166
cochecito,2.920123
cochera,2.906335
coches,4.106157
cochina,2.638489
cochino,3.040998
cocido,2.982723
cocina,4.540705
cocinado,3.061452
cocinar,3.975983
cocinero,3.677242
coco,3.666892
cocodrilo,3.35141
cocos,2.969882
cóctel,3.353339
codicia,3.328991
codicioso,2.968016
código,4.44009
códigos,3.712566
codo,3.455454
coeficiente,2.932474
cofre,3.415474
coger,4.321391
cognitivo,2.158362
cohecho,1.477121
coherencia,2.281033
coherente,2.884795
cohete,3.685294
cohetes,3.502564
coima,1.342423
coincidencia,4.10161
coincidente,1.954243
coincidir,2.893762
coito,2.810233
cojo,3.730459
col,3.200303
cola,4.187549
colaboración,3.348694
colaborador,2.886491
colaborar,3.210586
colación,2.596597
colado,2.826723
colador,2.564666
colapso,3.473633
colar,2.494155
colcha,2.633468
colchón,3.446848
colchoneta,2.274158
colección,3.90768
coleccionar,2.729974
colectividad,2.025306
colectivo,3.160769
colectivos,2.243038
colega,4.266161
colegas,3.925364
colegio,4.342719
cólera,3.388456
colérico,2.037426
colesterol,3.026942
colgado,3.724358
colgante,2.956649
colgar,3.876218
colina,3.9347
coliseo,2.90309
colisión,3.125481
colita,2.660865
collage,2.32838
collar,3.940716
collares,2.907411
